id,type,group,pattern,group_color,perceived_color,index,section,garment_group,category,simplified_pattern,color_gategory
0770703004,Sweater,Garment Upper body,Solid,Red,Red,Divided,Divided Collection,Knitwear,upper_body,solid,warm
0770703011,Sweater,Garment Upper body,Solid,Beige,Beige,Divided,Divided Collection,Knitwear,upper_body,solid,neutral
0770709001,Sweater,Garment Upper body,All over pattern,Black,Black,Children Sizes 134-170,Young Boy,Jersey Fancy,upper_body,printed,neutral
0770709002,Sweater,Garment Upper body,Application/3D,White,White,Children Sizes 134-170,Young Boy,Jersey Fancy,upper_body,printed,neutral
0770726001,Dress,Garment Full body,Application/3D,Black,Black,Children Sizes 92-140,Kids Girl,Dresses/Skirts girls,one_piece,printed,neutral
0770768001,Trousers,Garment Lower body,Stripe,Light Beige,Beige,Ladieswear,Womens Everyday Collection,Trousers,lower_body,unknown,other
0770771001,Trousers,Garment Lower body,Denim,Blue,Blue,Children Sizes 92-140,Kids Boy,Trousers Denim,lower_body,structured,cool
0770780001,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Trend,Blouses,upper_body,solid,neutral
0770780002,Blouse,Garment Upper body,Solid,Light Beige,Beige,Ladieswear,Womens Trend,Blouses,upper_body,solid,other
0770816001,T-shirt,Garment Upper body,Colour blocking,Black,Black,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,neutral
0770816003,T-shirt,Garment Upper body,Colour blocking,Dark Red,Red,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,warm
0770816004,T-shirt,Garment Upper body,Colour blocking,Beige,Beige,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,neutral
0770816006,T-shirt,Garment Upper body,Colour blocking,Grey,Grey,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,neutral
0770816007,T-shirt,Garment Upper body,Colour blocking,Light Beige,Beige,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,other
0770816009,T-shirt,Garment Upper body,Colour blocking,Greyish Beige,Mole,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,neutral
0770831003,Dress,Garment Full body,All over pattern,White,White,Ladieswear,Womens Trend,Blouses,one_piece,printed,neutral
0770831004,Dress,Garment Full body,Solid,Light Blue,Blue,Ladieswear,Womens Trend,Blouses,one_piece,solid,cool
0770835004,Dress,Garment Full body,Solid,Orange,Orange,Ladieswear,Womens Trend,Blouses,one_piece,solid,warm
0770835005,Dress,Garment Full body,Stripe,White,White,Ladieswear,Womens Trend,Blouses,one_piece,unknown,neutral
0770845001,Blouse,Garment Upper body,Solid,Dark Orange,Orange,Ladieswear,Womens Trend,Blouses,upper_body,solid,warm
0770845002,Blouse,Garment Upper body,Solid,Off White,White,Ladieswear,Womens Trend,Blouses,upper_body,solid,neutral
0770857002,Blouse,Garment Upper body,Jacquard,Black,Black,Ladieswear,Womens Trend,Blouses,upper_body,printed,neutral
0770857003,Blouse,Garment Upper body,Jacquard,Light Beige,White,Ladieswear,Womens Trend,Blouses,upper_body,printed,other
0770869001,Trousers,Garment Lower body,Solid,Black,Unknown,Baby Sizes 50-98,Baby Boy,Woven/Jersey/Knitted mix Baby,lower_body,solid,neutral
0770869003,Trousers,Garment Lower body,Solid,Yellowish Brown,Brown,Baby Sizes 50-98,Baby Boy,Woven/Jersey/Knitted mix Baby,lower_body,solid,other
0770869005,Trousers,Garment Lower body,Solid,Red,Red,Baby Sizes 50-98,Baby Boy,Woven/Jersey/Knitted mix Baby,lower_body,solid,warm
0770916001,Top,Garment Upper body,Solid,Black,Black,Ladieswear,H&M+,Jersey Fancy,upper_body,solid,neutral
0770916002,Top,Garment Upper body,All over pattern,Beige,Beige,Ladieswear,H&M+,Jersey Fancy,upper_body,printed,neutral
0771024001,T-shirt,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,cool
0771024002,T-shirt,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,cool
0771024003,T-shirt,Garment Upper body,Front print,Red,Red,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,warm
0771024004,T-shirt,Garment Upper body,Front print,Red,Red,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,warm
0771024005,T-shirt,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,cool
0771024006,T-shirt,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,cool
0771024007,T-shirt,Garment Upper body,Front print,Grey,Grey,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,neutral
0771024008,T-shirt,Garment Upper body,Front print,Grey,Grey,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,neutral
0771024010,T-shirt,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,cool
0771024011,T-shirt,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,cool
0771024012,T-shirt,Garment Upper body,Front print,Red,Red,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,warm
0771024013,T-shirt,Garment Upper body,Front print,Red,Red,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,warm
0771032001,Dress,Garment Full body,Stripe,White,White,Ladieswear,H&M+,Jersey Fancy,one_piece,unknown,neutral
0771053001,T-shirt,Garment Upper body,Colour blocking,White,White,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,neutral
0771053002,T-shirt,Garment Upper body,Colour blocking,Dark Blue,Blue,Menswear,Contemporary Street,Jersey Fancy,upper_body,structured,cool
0771101001,T-shirt,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0771101002,T-shirt,Garment Upper body,Solid,Beige,Beige,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0771116006,Dress,Garment Full body,Solid,Orange,Orange,Ladieswear,Womens Trend,Blouses,one_piece,solid,warm
0771131001,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,neutral
0771131003,Top,Garment Upper body,Solid,Yellowish Brown,Brown,Ladieswear,Womens Tailoring,Jersey Fancy,upper_body,solid,other
0771168002,Dress,Garment Full body,All over pattern,Black,Black,Ladieswear,Womens Trend,Blouses,one_piece,printed,neutral
0771232001,Top,Garment Upper body,Stripe,Blue,Blue,Ladieswear,H&M+,Jersey Fancy,upper_body,unknown,cool
0771235001,Dress,Garment Full body,Solid,Green,Khaki green,Ladieswear,H&M+,Jersey Fancy,one_piece,solid,cool
0771235003,Dress,Garment Full body,Solid,Dark Grey,Unknown,Ladieswear,H&M+,Jersey Fancy,one_piece,solid,neutral
0771235004,Dress,Garment Full body,Solid,Dark Pink,Pink,Ladieswear,H&M+,Jersey Fancy,one_piece,solid,other
0771236001,Dress,Garment Full body,Solid,Dark Blue,Blue,Ladieswear,H&M+,Jersey Fancy,one_piece,solid,cool
0771238001,Dress,Garment Full body,Solid,Light Red,Red,Ladieswear,H&M+,Jersey Fancy,one_piece,solid,other
0771243001,Top,Garment Upper body,Solid,Black,Black,Divided,Divided Projects,Unknown,upper_body,solid,neutral
0771258001,Dress,Garment Full body,All over pattern,Dark Red,Red,Ladieswear,H&M+,Jersey Fancy,one_piece,printed,warm
0771259001,T-shirt,Garment Upper body,Solid,White,White,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0771259002,T-shirt,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Casual,Jersey Fancy,upper_body,solid,neutral
0771261001,Dress,Garment Full body,All over pattern,Light Yellow,Yellow,Divided,Divided Projects,Dresses Ladies,one_piece,printed,warm
0771263001,Dress,Garment Full body,Solid,Black,Black,Ladieswear,H&M+,Jersey Fancy,one_piece,solid,neutral
0771274001,Dress,Garment Full body,Stripe,White,White,Children Sizes 134-170,Girls Underwear & Basics,Jersey Basic,one_piece,unknown,neutral
0771274002,Dress,Garment Full body,Dot,Dark Blue,Blue,Children Sizes 134-170,Girls Underwear & Basics,Jersey Basic,one_piece,printed,cool
0771274003,Dress,Garment Full body,Colour blocking,Black,Black,Children Sizes 134-170,Girls Underwear & Basics,Jersey Basic,one_piece,structured,neutral
0771274004,Dress,Garment Full body,Stripe,Light Pink,Pink,Children Sizes 134-170,Girls Underwear & Basics,Jersey Basic,one_piece,unknown,warm
0771290001,Dress,Garment Full body,All over pattern,Pink,Pink,Children Sizes 92-140,Kids Girl,Dresses/Skirts girls,one_piece,printed,warm
0771329015,Top,Garment Upper body,Solid,Red,Red,Ladieswear,Womens Trend,Jersey Fancy,upper_body,solid,warm
0771329016,Top,Garment Upper body,Solid,Light Blue,Blue,Ladieswear,Womens Trend,Jersey Fancy,upper_body,solid,cool
0771337001,Dress,Garment Full body,Stripe,Dark Blue,Blue,Ladieswear,Womens Casual,Jersey Fancy,one_piece,unknown,cool
0771337002,Dress,Garment Full body,Solid,Light Pink,Pink,Ladieswear,Womens Casual,Jersey Fancy,one_piece,solid,warm
0771337003,Dress,Garment Full body,Solid,Black,Black,Ladieswear,Womens Casual,Jersey Fancy,one_piece,solid,neutral
0771346001,Dress,Garment Full body,Stripe,Dark Blue,Blue,Ladieswear,Womens Casual,Jersey Fancy,one_piece,unknown,cool
0771346002,Dress,Garment Full body,Solid,Dark Grey,Grey,Ladieswear,Womens Casual,Jersey Fancy,one_piece,solid,neutral
0771383001,Top,Garment Upper body,Stripe,Light Blue,Blue,Ladieswear,Womens Everyday Collection,Blouses,upper_body,unknown,cool
0771383002,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0771417002,Blouse,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Blouses,upper_body,solid,neutral
0771489001,T-shirt,Garment Upper body,Front print,Red,Red,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,warm
0771489002,T-shirt,Garment Upper body,Front print,Dark Blue,Blue,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,printed,cool
0771489003,T-shirt,Garment Upper body,Stripe,Dark Blue,Blue,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,unknown,cool
0771489004,T-shirt,Garment Upper body,Stripe,Yellow,Yellow,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,unknown,warm
0771489005,T-shirt,Garment Upper body,Stripe,Dark Blue,Blue,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,unknown,cool
0771489006,T-shirt,Garment Upper body,Stripe,Light Turquoise,Turquoise,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,unknown,cool
0771489008,T-shirt,Garment Upper body,Stripe,Dark Green,Green,Children Sizes 92-140,Kids Boy,Jersey Fancy,upper_body,unknown,cool
0771501004,Sweater,Garment Upper body,All over pattern,Light Beige,White,Menswear,Contemporary Casual,Knitwear,upper_body,printed,other
0771501005,Sweater,Garment Upper body,All over pattern,Red,Red,Menswear,Contemporary Casual,Knitwear,upper_body,printed,warm
0771501006,Sweater,Garment Upper body,All over pattern,Dark Blue,Blue,Menswear,Contemporary Casual,Knitwear,upper_body,printed,cool
0771507003,Sweater,Garment Upper body,All over pattern,Dark Blue,Blue,Menswear,Contemporary Casual,Knitwear,upper_body,printed,cool
0771519003,Sweater,Garment Upper body,Solid,Dark Blue,Blue,Menswear,Contemporary Casual,Knitwear,upper_body,solid,cool
0771525001,Sweater,Garment Upper body,Solid,Dark Blue,Blue,Menswear,Contemporary Casual,Knitwear,upper_body,solid,cool
0771528001,Sweater,Garment Upper body,All over pattern,Dark Blue,Blue,Menswear,Contemporary Casual,Knitwear,upper_body,printed,cool
0771528003,Sweater,Garment Upper body,Neps,Black,Black,Menswear,Contemporary Casual,Knitwear,upper_body,structured,neutral
0771528004,Sweater,Garment Upper body,Solid,Dark Red,Red,Menswear,Contemporary Casual,Knitwear,upper_body,solid,warm
0771537001,Dress,Garment Full body,Solid,Dark Red,Red,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,solid,warm
0771537002,Dress,Garment Full body,Solid,Black,Black,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,solid,neutral
0771537003,Dress,Garment Full body,All over pattern,Off White,White,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,printed,neutral
0771557001,Sweater,Garment Upper body,Solid,Yellow,Yellow,Ladieswear,Womens Tailoring,Knitwear,upper_body,solid,warm
0771557002,Sweater,Garment Upper body,Solid,Light Beige,White,Ladieswear,Womens Tailoring,Knitwear,upper_body,solid,other
0771557004,Sweater,Garment Upper body,Solid,Dark Grey,Grey,Ladieswear,Womens Tailoring,Knitwear,upper_body,solid,neutral
0771557008,Sweater,Garment Upper body,Solid,Dark Turquoise,Turquoise,Ladieswear,Womens Tailoring,Knitwear,upper_body,solid,cool
0771557010,Sweater,Garment Upper body,Solid,Dark Pink,Pink,Ladieswear,Womens Tailoring,Knitwear,upper_body,solid,other
0771595002,Blouse,Garment Upper body,Denim,Dark Blue,Blue,Ladieswear,H&M+,Blouses,upper_body,structured,cool
0771602001,Dress,Garment Full body,Other structure,Dark Blue,Blue,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,structured,cool
0771602002,Dress,Garment Full body,Solid,Dark Red,Red,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,solid,warm
0771602003,Dress,Garment Full body,Check,Light Pink,Pink,Ladieswear,Womens Tailoring,Dresses Ladies,one_piece,structured,warm
0771605001,Dress,Garment Full body,Solid,Light Blue,Blue,Ladieswear,H&M+,Blouses,one_piece,solid,cool
0771617002,Blouse,Garment Upper body,Denim,Light Blue,Blue,Ladieswear,H&M+,Blouses,upper_body,structured,cool
0771623001,Trousers,Garment Lower body,Melange,Dark Blue,Blue,Menswear,Men Suits & Tailoring,Trousers,lower_body,solid,cool
0771623002,Trousers,Garment Lower body,Melange,Black,Black,Menswear,Men Suits & Tailoring,Trousers,lower_body,solid,neutral
0771661001,Trousers,Garment Lower body,Stripe,Light Beige,Beige,Ladieswear,H&M+,Trousers,lower_body,unknown,other
0771665001,Trousers,Garment Lower body,All over pattern,Off White,White,Ladieswear,H&M+,Trousers,lower_body,printed,neutral
0771682001,Top,Garment Upper body,All over pattern,Light Green,Grey,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,printed,cool
0771682002,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0771707001,Top,Garment Upper body,Solid,White,White,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,solid,neutral
0771707002,Top,Garment Upper body,Solid,Light Turquoise,Turquoise,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,solid,cool
0771707003,Top,Garment Upper body,Solid,Pink,Pink,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,solid,warm
0771709002,Top,Garment Upper body,Solid,Light Pink,Pink,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,solid,warm
0771713001,Top,Garment Upper body,Solid,Light Pink,Pink,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,solid,warm
0771713002,Top,Garment Upper body,Solid,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,solid,cool
0771730001,Sweater,Garment Upper body,Other structure,Orange,Orange,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,structured,warm
0771730002,Sweater,Garment Upper body,Other structure,Yellow,Yellow,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,structured,warm
0771730003,Sweater,Garment Upper body,Other structure,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,structured,cool
0771730005,Sweater,Garment Upper body,Other structure,Light Turquoise,Turquoise,Children Sizes 92-140,Kids Girl,Knitwear,upper_body,structured,cool
0771731001,Sweater,Garment Upper body,Placement print,Grey,Grey,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,neutral
0771731002,Sweater,Garment Upper body,Front print,Dark Pink,Pink,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,other
0771731004,Sweater,Garment Upper body,Front print,Black,Black,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,neutral
0771733001,Top,Garment Upper body,Solid,White,White,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0771733002,Top,Garment Upper body,Solid,Black,Black,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,neutral
0771733003,Top,Garment Upper body,Solid,Yellow,Yellow,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,solid,warm
0771733004,Top,Garment Upper body,All over pattern,Black,Unknown,Ladieswear,Womens Everyday Collection,Jersey Fancy,upper_body,printed,neutral
0771744001,Sweater,Garment Upper body,All over pattern,Dark Blue,Blue,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,cool
0771744002,Sweater,Garment Upper body,All over pattern,Pink,Pink,Children Sizes 92-140,Kids Girl,Jersey Fancy,upper_body,printed,warm
0771759001,Sweater,Garment Upper body,Solid,Greenish Khaki,Khaki green,Ladieswear,Womens Premium,Knitwear,upper_body,solid,cool
0771759002,Sweater,Garment Upper body,Melange,Light Grey,Grey,Ladieswear,Womens Premium,Knitwear,upper_body,solid,neutral
0771759003,Sweater,Garment Upper body,Solid,Dark Blue,Blue,Ladieswear,Womens Premium,Knitwear,upper_body,solid,cool
0771759004,Sweater,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Womens Premium,Knitwear,upper_body,solid,warm
0771759006,Sweater,Garment Upper body,Melange,Light Grey,Grey,Ladieswear,Womens Premium,Knitwear,upper_body,solid,neutral
0771759007,Sweater,Garment Upper body,Solid,Light Pink,Pink,Ladieswear,Womens Premium,Knitwear,upper_body,solid,warm
0771759008,Sweater,Garment Upper body,Solid,Light Yellow,Yellow,Ladieswear,Womens Premium,Knitwear,upper_body,solid,warm
0771759010,Sweater,Garment Upper body,Melange,White,White,Ladieswear,Womens Premium,Knitwear,upper_body,solid,neutral
0771759011,Sweater,Garment Upper body,Solid,Light Pink,Beige,Ladieswear,Womens Premium,Knitwear,upper_body,solid,warm
0771759012,Sweater,Garment Upper body,Melange,Light Grey,Grey,Ladieswear,Womens Premium,Knitwear,upper_body,solid,neutral
